courseCode,sectionId,sectionNumber,semesterId,sessionId,beginDate,endDate,creditHours,capacity,currentEnrollment,status,permCount,meetingDays,meetingDaysRaw,startTime,endTime,room,instructors
"BIOL193  HM","BIOL193  HM-07 SP2026","07","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","McFadden, Catherine S."
"BIOL193  HM","BIOL193  HM-08 SP2026","08","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","2","Closed","2","","-------","00:00","00:00","HM ARR ","Schulz, Erika Danae"
"BIOL193  HM","BIOL193  HM-09 SP2026","09","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","1","Open","1","","-------","00:00","00:00","HM ARR ","Stoebel, Daniel"
"BIOL193  HM","BIOL193  HM-10 SP2026","10","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Guo, Jessica"
"BIOL194B PO","BIOL194B PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","0","Open","0","","-------","00:00","00:00","PO ARR ARR","Cavalcanti, Andre"
"BIOL194B PO","BIOL194B PO-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","0","Open","0","","-------","00:00","00:00","PO ARR ARR","Crane, Edward J."
"BIOL194B PO","BIOL194B PO-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","1","Open","1","","-------","00:00","00:00","PO ARR ARR","Hanzawa, Frances M."
"BIOL194B PO","BIOL194B PO-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","1","Open","0","","-------","00:00","00:00","PO ARR ARR","Karnovsky, Nina Jane"
"BIOL194B PO","BIOL194B PO-06 SP2026","06","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","0","Open","0","","-------","00:00","00:00","PO ARR ARR","Martinez, Daniel E."
"BIOL194B PO","BIOL194B PO-07 SP2026","07","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","1","Open","1","","-------","00:00","00:00","PO ARR ARR","Meyer, Wallace M.,, III"
"BIOL194B PO","BIOL194B PO-08 SP2026","08","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","1","Open","1","","-------","00:00","00:00","PO ARR ARR","Moore, Jonathan E."
"BIOL194B PO","BIOL194B PO-09 SP2026","09","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","1","Open","1","","-------","00:00","00:00","PO ARR ARR","Olson, Sara K."
"BIOL194B PO","BIOL194B PO-10 SP2026","10","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","0","Open","0","","-------","00:00","00:00","PO ARR ARR","Schwartz, Nicole E"
"BIOL194B PO","BIOL194B PO-11 SP2026","11","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","0","Open","0","","-------","00:00","00:00","PO ARR ARR","Stranford, Sharon"
"BIOL194B PO","BIOL194B PO-12 SP2026","12","SP2026","SP2026","2026-01-20","2026-05-15","1.0","5","2","Open","0","","-------","00:00","00:00","PO ARR ARR","Wilson, KeriAnne M."
"BIOL195  HM","BIOL195  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","6.0","5","0","Open","0","","-------","00:00","00:00","HM ARR ","Staff"
"BIOL196  KS","BIOL196  KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.25","35","60","Closed","1","","-------","00:00","00:00","CU ARR ","Finseth, Findley"
"BIOL197  HM","BIOL197  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","99","0","Open","0","","-------","00:00","00:00","HM ARR ","Staff"
"BIOL197  KS","BIOL197  KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","35","6","Open","0","","-------","00:00","00:00","CU ARR ","Finseth, Findley"
"CASA101  PZ","CASA101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.5","14","12","Open","18","","-------","00:00","00:00","  ","Pantoja, Adrian D."
"CASA101  PZ","CASA101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.5","14","12","Open","18","","-------","00:00","00:00","  ","Pantoja, Adrian D."
"CASA105  PZ","CASA105  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.5","14","12","Open","18","Fri","-----F-","09:00","11:45","PZ ONT ","Rodriguez, Marcus"
"CGS 050  PZ","CGS 050  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","20","16","R","1","Mon;Wed","-M-W---","13:15","14:30","PZ SC 230","Tongun, Lako"
"CGS 085  PZ","CGS 085  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","7","Open","0","Mon;Wed;Fri","-M-W-F-","09:00","09:50","PZ SC 230","Alshareef, Jamal"
"CGS 101  PZ","CGS 101  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","10","11","Closed","13","Tue","--T----","19:00","21:50","PZ BH 209","Alfaro-Porras, Arianna"
"CGS 127  PZ","CGS 127  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","20","14","R","0","Wed","---W---","14:45","17:30","PZ SC 230","Tongun, Lako"
"CGS 151  PZ","CGS 151  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","25","25","Closed","6","Tue","--T----","14:45","17:30","PZ FL 112","Daud, Asiya"
"CGS 187  PZ","CGS 187  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","21","Closed","38","Mon;Wed","-M-W---","13:15","14:30","HM SHAN B454","Goldblatt, David Stephen"
"CGS 190  PZ","CGS 190  PZ-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","15","1","Open","0","Mon","-M-----","14:45","17:30","PZ SC 230","Tongun, Lako"
"CHEM001B PO","CHEM001B PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","30","38","Closed","0","Mon;Wed;Fri","-M-W-F-","09:00","09:50","PO SCOM 102","Johal, Malkiat S."
"CHEM001B PO","CHEM001B PO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","30","26","Closed","0","Mon;Wed;Fri","-M-W-F-","09:00","09:50","PO SN 111","Bernal Sanchez, Adilene"
"CHEM001BLPO","CHEM001BLPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","20","21","Closed","0","Mon","-M-----","13:15","17:00","PO SN 111","Wellman, Daniel Lind"
"CHEM001BLPO","CHEM001BLPO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","20","21","Closed","0","Tue","--T----","13:15","17:00","PO SN 111","Wellman, Daniel Lind"
"CHEM001BLPO","CHEM001BLPO-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","20","22","Closed","0","Wed","---W---","13:15","17:00","PO SN 111","Arora, Mukesh"
"CHEM015L KS","CHEM015L KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","28","24","R","11","Mon;Wed;Fri","-M-W-F-","08:00","08:50","CU NS E208","Williams, Nancy Scott_Burke"
"CHEM015L KS","CHEM015L KS-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","28","25","R","9","Mon;Wed;Fri","-M-W-F-","09:00","09:50","CU NS E208","Sheng, Aaron"
"CHEM015L KS","CHEM015L KS-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","28","29","Closed","3","Mon;Wed;Fri","-M-W-F-","10:00","10:50","CU NS E208","Sandi-Urena, Santiago"
"CHEM015L KS","CHEM015L KS-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","1.0","28","26","R","4","Mon;Wed;Fri","-M-W-F-","10:00","10:50","CU NS E082","Liu, Mira"
"CHEM015L KS","CHEM015L KS-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","1.0","28","31","Closed","6","Mon;Wed;Fri","-M-W-F-","11:00","11:50","CU NS E158","Babbes, Amy R."
"CHEM015LXKS","CHEM015LXKS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","18","Closed","0","Mon","-M-----","13:00","16:00","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","17","Closed","0","Mon","-M-----","18:30","21:30","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","16","Closed","0","Tue","--T----","13:00","16:00","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","18","Closed","0","Tue","--T----","18:30","21:30","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","14","R","0","Wed","---W---","13:00","16:00","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-06 SP2026","06","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","16","Closed","1","Wed","---W---","18:30","21:30","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-07 SP2026","07","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","14","R","0","Thu","----R--","13:00","16:00","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-08 SP2026","08","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","11","R","0","Thu","----R--","18:30","21:30","CU NS W111","Staff, Scripps"
"CHEM015LXKS","CHEM015LXKS-09 SP2026","09","SP2026","SP2026","2026-01-20","2026-05-15","0.0","16","11","Open","0","Fri","-----F-","13:00","16:00","CU NS W111","Staff, Scripps"
"CHEM023B PO","CHEM023B PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","28","24","Open","26","Tue;Thu","--T-R--","08:10","09:25","PO SCOM 103","Muzikar, Katy A."
"CHEM023B PO","CHEM023B PO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","28","27","Closed","28","Tue;Thu","--T-R--","09:35","10:50","PO SCOM 103","Mitchell, Noelle Marie"
"CHEM023BLPO","CHEM023BLPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","14","12","Open","12","Thu","----R--","13:15","17:00","PO SN 111","Muzikar, Katy A."
"CHEM023BLPO","CHEM023BLPO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","14","12","Open","14","Fri","-----F-","13:15","17:00","PO SN 111","Taylor, Charles"
"CHEM023BLPO","CHEM023BLPO-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","14","13","Open","15","Thu","----R--","13:15","17:00","PO SN 7","Muzikar, Katy A."
"CHEM023BLPO","CHEM023BLPO-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","0.0","14","13","Closed","15","Fri","-----F-","13:15","17:00","PO SN 7","Mitchell, Noelle Marie"
"CHEM024  HM","CHEM024  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","24","Closed","1","Mon","-M-----","13:15","17:15","HM JA 2308","Zhuang, Bilin"
"CHEM024  HM","CHEM024  HM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","24","Closed","0","Tue","--T----","13:15","17:15","HM JA 2308","Kavassalis, Sarah"
"CHEM024  HM","CHEM024  HM-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","22","R","0","Wed","---W---","13:15","17:15","HM JA 2308","Hernandez-Castillo, Alicia"
"CHEM024  HM","CHEM024  HM-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","23","Open","0","Thu","----R--","13:15","17:15","HM JA 2308","Vosburg, David A."
"CHEM024  HM","CHEM024  HM-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","22","R","0","Fri","-----F-","13:15","17:15","HM JA 2308","Knight, Kai"
"CHEM029L KS","CHEM029L KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","22","Open","2","Fri","-----F-","13:00","16:00","CU NS W105","Sheng, Aaron"
"CHEM029L KS","CHEM029L KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","22","Open","2","Fri","-----F-","13:00","16:00","CU NS W105","Sheng, Aaron"
"CHEM042  HM","CHEM042  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","4.0","125","118","Open","1","Mon;Wed","-M-W---","08:35","09:50","HM GA MCAL","Brown, Sandra"
"CHEM042L KS","CHEM042L KS-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","0","11","Closed","0","Mon;Wed;Fri","-M-W-F-","10:00","12:00","SC HM AUD","Van Arnam, Ethan"
"CHEM042R HM","CHEM042R HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","30","29","R","0","Fri","-----F-","08:00","08:50","HM SHAN 3481","Brown, Sandra"
"CHEM042R HM","CHEM042R HM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","30","29","R","0","Fri","-----F-","08:00","08:50","HM SHAN 1480","Healy, Colm"
"CHEM042R HM","CHEM042R HM-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","30","30","Closed","10","Fri","-----F-","09:00","09:50","HM SHAN 1480","Healy, Colm"
"CHEM042R HM","CHEM042R HM-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","0.0","30","30","Closed","9","Fri","-----F-","09:00","09:50","HM SHAN 3481","Brown, Sandra"
"CHEM048  HM","CHEM048  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","3.0","12","7","Open","0","Wed;Fri","---W-F-","13:15","14:30","HM SHAN 3466","Zhuang, Bilin"
"CHEM103  HM","CHEM103  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","3.0","24","12","Open","0","Tue;Thu","--T-R--","09:35","10:50","HM SHAN 2407","Van Ryswyk, Hal"
"CHEM104  HM","CHEM104  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","3.0","24","11","Open","0","Mon;Wed;Fri","-M-W-F-","09:00","09:50","HM SHAN 2407","Johnson, Adam"
"CHEM105  HM","CHEM105  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","3.0","24","23","Open","0","Tue;Thu","--T-R--","08:10","09:25","HM SHAN 2407","Ogba, Maduka"
"CHEM106  HM","CHEM106  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","3.0","24","0","Open","0","Tue;Thu","--T-R--","09:35","10:50","HM SHAN 3421","Hernandez-Castillo, Alicia"
"CHEM106  PO","CHEM106  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","9","Open","2","Tue;Thu","--T-R--","09:35","10:50","PO SN 111","Taylor, Charles"
"CHEM109  HM","CHEM109  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","8","7","Open","0","Wed","---W---","13:15","17:15","HM KE 2334","Van Ryswyk, Hal"
"CHEM109  HM","CHEM109  HM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","8","4","Open","0","Thu","----R--","13:15","17:15","HM KE 2334","Van Ryswyk, Hal"
"CHEM110  HM","CHEM110  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","4","Open","1","Thu","----R--","13:15","17:14","HM KE 2334","Johnson, Adam"
"CHEM110B PO","CHEM110B PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","35","41","Closed","0","Mon;Wed;Fri","-M-W-F-","10:00","10:50","PO ESTE 1051","DiPucchio, Rebecca C"
"CHEM110B PO","CHEM110B PO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","35","40","Closed","0","Mon;Wed;Fri","-M-W-F-","09:00","09:50","PO ESTE 1051","DiPucchio, Rebecca C"
"CHEM110BLPO","CHEM110BLPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","18","21","Closed","8","Mon","-M-----","13:15","17:00","PO SN 202","Vasquez, Thomas E."
"CHEM110BLPO","CHEM110BLPO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","18","18","Closed","5","Tue","--T----","13:15","17:00","PO SN 202","Vasquez, Thomas E."
"CHEM110BLPO","CHEM110BLPO-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","18","20","Closed","2","Wed","---W---","13:15","17:00","PO SN 202","Wellman, Daniel Lind"
"CHEM110BLPO","CHEM110BLPO-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","0.0","18","21","Closed","4","Thu","----R--","13:15","17:00","PO SN 202","Bernal Sanchez, Adilene"
"CHEM111  HM","CHEM111  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","8","9","Closed","2","Mon","-M-----","13:15","17:15","HM KE 2334","Vosburg, David A."
"CHEM111  HM","CHEM111  HM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","8","7","R","0","Tue","--T----","13:15","17:15","HM KE 2334","Ogba, Maduka"
"CHEM115  PO","CHEM115  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","27","Closed","11","Mon;Wed;Fri","-M-W-F-","10:00","10:50","PO SN 202","Muzikar, Katy A."
"CHEM115 LPO","CHEM115 LPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","13","Closed","3","Tue","--T----","13:15","17:00","PO SN 7","Muzikar, Katy A."
"CHEM115 LPO","CHEM115 LPO-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","14","Closed","6","Wed","---W---","13:15","17:00","PO SN 7","Muzikar, Katy A."
"CHEM117L KS","CHEM117L KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","25","27","Closed","8","Mon;Wed;Fri","-M-W-F-","09:00","09:50","PZ BH 214","Kim, Taehyung"
"CHEM117L KS","CHEM117L KS-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","1.0","25","32","Closed","26","Mon;Wed;Fri","-M-W-F-","09:00","09:50","CU NS E212","Wenzel, Anna"
"CHEM117L KS","CHEM117L KS-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","1.0","25","32","Closed","11","Mon;Wed;Fri","-M-W-F-","10:00","10:50","PZ BH 214","Williams, Sierra J."
"CHEM117L KS","CHEM117L KS-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","1.0","25","28","Closed","8","Mon;Wed;Fri","-M-W-F-","11:00","11:50","CU NS E212","Mackey, Joel"
"CHEM117LXKS","CHEM117LXKS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","14","Closed","16","Wed","---W---","13:15","17:15","CU NS W031","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","12","Closed","3","Mon","-M-----","13:15","17:15","CU NS W023","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","11","R","2","Mon","-M-----","13:15","17:15","CU NS W031","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","12","Closed","1","Tue","--T----","13:15","17:15","CU NS W023","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","14","Closed","0","Tue","--T----","13:15","17:15","CU NS W031","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-06 SP2026","06","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","15","Closed","2","Wed","---W---","13:15","17:15","CU NS W023","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-07 SP2026","07","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","13","Closed","0","Thu","----R--","13:15","17:15","CU NS W031","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-08 SP2026","08","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","11","R","2","Thu","----R--","13:15","17:15","CU NS W023","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-09 SP2026","09","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","8","R","2","Fri","-----F-","13:15","17:15","CU NS W031","Otte, Sadie"
"CHEM117LXKS","CHEM117LXKS-10 SP2026","10","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","9","Open","0","Fri","-----F-","13:15","17:15","CU NS W023","Otte, Sadie"
"CHEM121  KS","CHEM121  KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","24","Closed","3","Tue;Thu","--T-R--","09:35","10:50","CU NS E082","Caulkins, Bethany"
"CHEM123  KS","CHEM123  KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.5","18","16","Open","5","Tue;Thu","--T-R--","13:15","14:30","CU NS E212","Wenzel, Anna"
"CHEM127L KS","CHEM127L KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","3","Mon;Wed","-M-W---","14:05","17:15","CU NS W033","Purvis Roberts, Kathleen"
"CHEM127L KS","CHEM127L KS-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","18","18","Closed","3","Mon;Wed","-M-W---","14:05","17:15","CU NS W033","Purvis Roberts, Kathleen"
"CHEM147  PO","CHEM147  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","12","12","Closed","5","Tue;Thu","--T-R--","09:35","10:50","PO HIVE 124","Ball, Nicholas D"
"CHEM147 LPO","CHEM147 LPO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","0.0","12","12","Closed","3","Tue","--T----","13:15","17:00","PO SN 215","Ball, Nicholas D"
"CHEM150  HM","CHEM150  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","35","0","Open","1","","-------","00:00","00:00","HM ARR ","Staff"
"CHEM152  HM","CHEM152  HM-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","2","Closed","2","","-------","00:00","00:00","HM ARR ","Brucks, Spencer D"
"CHEM152  HM","CHEM152  HM-02 SP2026","02","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","2","Closed","3","","-------","00:00","00:00","HM ARR ","Brucks, Spencer D"
"CHEM152  HM","CHEM152  HM-03 SP2026","03","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Haushalter, Karl A."
"CHEM152  HM","CHEM152  HM-04 SP2026","04","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Haushalter, Karl A."
"CHEM152  HM","CHEM152  HM-05 SP2026","05","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Hawkins, Lelia"
"CHEM152  HM","CHEM152  HM-06 SP2026","06","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","1","Open","1","","-------","00:00","00:00","HM ARR ","Hawkins, Lelia"
"CHEM152  HM","CHEM152  HM-07 SP2026","07","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Healy, Colm"
"CHEM152  HM","CHEM152  HM-08 SP2026","08","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","2","Closed","2","","-------","00:00","00:00","HM ARR ","Healy, Colm"
"CHEM152  HM","CHEM152  HM-09 SP2026","09","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Hernandez-Castillo, Alicia"
"CHEM152  HM","CHEM152  HM-10 SP2026","10","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Hernandez-Castillo, Alicia"
"CHEM152  HM","CHEM152  HM-11 SP2026","11","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Johnson, Adam"
"CHEM152  HM","CHEM152  HM-12 SP2026","12","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Johnson, Adam"
"CHEM152  HM","CHEM152  HM-13 SP2026","13","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Kavassalis, Sarah"
"CHEM152  HM","CHEM152  HM-14 SP2026","14","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","1","Open","1","","-------","00:00","00:00","HM ARR ","Kavassalis, Sarah"
"CHEM152  HM","CHEM152  HM-15 SP2026","15","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Van Ryswyk, Hal"
"CHEM152  HM","CHEM152  HM-16 SP2026","16","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Van Ryswyk, Hal"
"CHEM152  HM","CHEM152  HM-17 SP2026","17","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","1","Open","1","","-------","00:00","00:00","HM ARR ","Vosburg, David A."
"CHEM152  HM","CHEM152  HM-18 SP2026","18","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Vosburg, David A."
"CHEM152  HM","CHEM152  HM-19 SP2026","19","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","1","Open","1","","-------","00:00","00:00","HM ARR ","Zhuang, Bilin"
"CHEM152  HM","CHEM152  HM-20 SP2026","20","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","1","Open","1","","-------","00:00","00:00","HM ARR ","Zhuang, Bilin"
"CHEM152  HM","CHEM152  HM-21 SP2026","21","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Ogba, Maduka"
"CHEM152  HM","CHEM152  HM-22 SP2026","22","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Ogba, Maduka"
"CHEM152  HM","CHEM152  HM-23 SP2026","23","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Van Heuvelen, Katherine"
"CHEM152  HM","CHEM152  HM-24 SP2026","24","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Van Heuvelen, Katherine"
"CHEM152  HM","CHEM152  HM-25 SP2026","25","SP2026","SP2026","2026-01-20","2026-05-15","2.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Fowler, Whitney"
"CHEM152  HM","CHEM152  HM-26 SP2026","26","SP2026","SP2026","2026-01-20","2026-05-15","3.0","2","0","Open","0","","-------","00:00","00:00","HM ARR ","Fowler, Whitney"
"CHEM156  PO","CHEM156  PO-01 SP2026","01","SP2026","SP2026","2026-01-20","2026-05-15","1.0","24","27","Closed","0","Mon;Wed;Fri","-M-W-F-","11:00","11:50","PO SCOM 103","Johal, Malkiat S."
